title,CODE,20_topics,25_topics,30_topics,35_topics,40_topics,45_topics,50_topics
Glycemic Control Mediates Sciatic Nerve Block Duration in Diabetic Rats,REGIONAL ANESTHESIA AND ACUTE PAIN,1.0,15.0,13.0,12.0,15.0,18.0,25.0
Patterns of Multimodal Analgesia Utilization in the United States,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Continuous Femoral Nerve Blocks: Relative Effects of Local Anesthetic Dose; Concentration and Volume,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,6.0,30.0,19.0,28.0
Ethanol Attenuates Capsaicin Induced Hyperalgesia,REGIONAL ANESTHESIA AND ACUTE PAIN,1.0,15.0,4.0,12.0,20.0,18.0,25.0
Ropivacaine Uncouples Oxidative Phosphorylation During Peripheral Nerve Block,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,4.0,20.0,6.0,24.0,6.0,31.0
The Effect of Body-mass Index on Median Effective Dose (ED50) of Intrathecal Hyperbaric Bupivacaine ,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,27.0,4.0
Responses and Optimal Thresholds of Heart Rate Variability in Relation to Acute Pain after Spinal Su,REGIONAL ANESTHESIA AND ACUTE PAIN,6.0,7.0,4.0,2.0,24.0,6.0,31.0
Performance of the On-Q Pain Infusion Device with Alterations of Ambient Temperature,REGIONAL ANESTHESIA AND ACUTE PAIN,9.0,24.0,15.0,4.0,3.0,33.0,22.0
Intraabdominal Local Anesthetic for Management of Postoperative Pain after Abdominal Hysterectomy,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Itch Symptoms are Strongly Associated with Pain Symptoms in Patients with Major Thermal Burn Injury,REGIONAL ANESTHESIA AND ACUTE PAIN,17.0,20.0,10.0,27.0,2.0,25.0,10.0
A Comparison of Ultrasound-Assisted Paravertebral Block and General Anesthesia for Ambulatory Breast,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Results of a Pilot Multi-centered RCT of Propranolol to Decrease Pain in Admitted Burn Patients,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Analgesic Efficacy of Continuous Parietal Paravertebral Ropivacaine Infusion for Postoperative Pain ,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Minimum Lidocaine Concentration for Axillary Nerve Block with Preservation of Motor Function,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
The Analgesic Efficacy of Ultrasound-guided Transversus Abdominis Plane Block After Gynecologic Lapa,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
The use of TAP Catheter for Post Operative Pain Management in the Recipient of Renal Transplant,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
CYP2D6 Poor Metabolizer Genotype and Smoking Predict Severe Postoperative Pain in Female Patients on,REGIONAL ANESTHESIA AND ACUTE PAIN,17.0,23.0,10.0,19.0,2.0,25.0,12.0
Does Ultrasonography Facilitate Epidural Anesthesia in Obese Patients?,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
The Effect of Systemic Lidocaine on Postoperative Analgesia and Quality of Recovery in Morbidly Obes,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Prospective Randomized Comparison of Single Shot Brachial Plexus Block Versus Continuous Interscalen,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Pharmacokinetics of Ropivacaine Delivered by Peritoneal Nebulization During Laparoscopic Surgery,REGIONAL ANESTHESIA AND ACUTE PAIN,6.0,20.0,18.0,27.0,24.0,9.0,14.0
Ketamine Revisited: Expanding Upon its Analgesic Potential,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
A Randomized; Placebo-Controlled Trial of Pregabalin for Post-Operative Pain in Women Undergoing Abd,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Continuous L2 Paravertebral Block Versus Continuous Lumbar Plexus Block for Postoperative Analgesia ,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Ultrasound-Guided Deep Cervical Plexus Block is just as Effective as the Classical Technique,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Gluteal ; Subgluteal or Popliteal: What's the Best Approach for Ultrasound Guided Sciatic Nerve Bloc,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Effective Teaching of Trainees to Perform Ultrasound-Guided Regional Anesthesia in Phantom Models,REGIONAL ANESTHESIA AND ACUTE PAIN,5.0,21.0,8.0,21.0,18.0,13.0,18.0
The Ultrasound Vision of the Local Anesthetic Spread after Successful Peribulbar Block Anaesthesia,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Ultrasound-guided Peribulbar Block: First Description of a Technique on Fresh Human Cadavers,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Learning Curves for Main Peripheral Nerve Blocks using Ultrasound Guidance in Residents,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Intraepineural versus Perineural Ultrasound Guided Sciatic Nerve Block at Popliteal Fossa,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
A Possible Explanation for Some failures During Infraclavicular Block,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
RA-Analyser : Software for Semi Automatic Analysis of Ultrasound Images,REGIONAL ANESTHESIA AND ACUTE PAIN,5.0,21.0,18.0,19.0,24.0,6.0,31.0
Ultrasound Approach for Central Neuraxial Blocks. Real-time Ultrasound-Guided Paramedian Spinal Anes,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Ultrasound Localization of Fascia Iliaca Compartment Blockade´s Distribution Space,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Specific Echogenic Needles for Ultrasound Guided Nerve Blocks: Does it Really Matter ?,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Efficacy and Safety of Transversus Abdominis Plane Block With Levobupivacaine for Gynecologic Surger,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Up-regulation of Receptors for Advanced Glycation End Product in the Spinal Cord after Peripheral Ne,REGIONAL ANESTHESIA AND ACUTE PAIN,1.0,15.0,13.0,12.0,15.0,18.0,25.0
Ultrasoud Guidance Helps to Securize Posterior Lumbar Plexus Block Procedure,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Ultrasound Guidance for Brachial Plexus Block Decreases the Incidence of Complications,REGIONAL ANESTHESIA AND ACUTE PAIN,17.0,8.0,20.0,6.0,2.0,25.0,28.0
Intraperitoneal Nebulization of Ropivacaine for Pain Control After Laparoscopic Surgery: a Dose Find,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Ultrasound Guidance Reduces Block Time and Number of Needle Passes Compared with Landmark-Based Lumb,REGIONAL ANESTHESIA AND ACUTE PAIN,14.0,8.0,20.0,6.0,10.0,35.0,28.0
Comparison of Pain Severity etween Laparoscopic and Open Colectomy,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Application of ultrasound guidance for ilioinguinal/ iliohypogastric nerve block in pediatric underg,REGIONAL ANESTHESIA AND ACUTE PAIN,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Intralipid Rescues Pre-existing Pulmonary Hypertension Via Stimulation of Cardiac Neoangiogenesis,RESPIRATION,10.0,17.0,17.0,19.0,24.0,6.0,31.0
The Effects of Continuous External Negative Pressure (cNEP) on the Structure and Function of the Hum,RESPIRATION,12.0,7.0,4.0,19.0,20.0,32.0,24.0
Respiratory Complications in Patients Undergoing Gastric Bypass Surgery,RESPIRATION,3.0,20.0,19.0,27.0,2.0,19.0,10.0
The Long term Benefits of Identifying Patients with Obstructive Sleep Apnea in the Preoperative Clin,RESPIRATION,17.0,4.0,18.0,19.0,2.0,32.0,24.0
Serum Bicarbonate Level Improves Specificity of STOP-Bang Screening for OSA,RESPIRATION,12.0,4.0,18.0,19.0,21.0,32.0,24.0
Evaluation of Apnea Tolerance in Bariatric Patients Following Rapid-sequence Induction of Anesthesia,RESPIRATION,13.0,6.0,18.0,19.0,24.0,6.0,31.0
Screening for Obstructive Sleep Apnea in Chinese Surgical Patients: A Prospective Study,RESPIRATION,12.0,9.0,18.0,19.0,21.0,32.0,24.0
Randomized Controlled Trial (RCT) of Perioperative Auto-CPAP Treatment in OSA patient: a Preliminary,RESPIRATION,12.0,9.0,19.0,27.0,21.0,32.0,24.0
A Comparison of Fiberoptical Guided Tracheal Intubation via laryngeal Mask and Laryngeal Tube,RESPIRATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Smooth Emergence by Target-controlled Infusion of Remifentanil during Extubation: Does the Choice of,RESPIRATION,6.0,7.0,4.0,2.0,20.0,23.0,15.0
A Simple Method of Ventilation Technique to Correct Intractable Hypoxemia during Sleeve Lobectomy,RESPIRATION,9.0,10.0,6.0,17.0,24.0,6.0,31.0
Postoperative Oxygen Saturation Change in Obstructive Sleep Apnea Patients Undergoing Uvulopalatopha,RESPIRATION,12.0,9.0,18.0,19.0,21.0,32.0,24.0
Airway Intubation in Novice Intubators,RESPIRATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Contribution of Dissolved Nitrogen to Nitrogen Washout during Preoxygenation,RESPIRATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
A Systematic Review of Perioperative Complications in Surgical Obstructive Sleep Apnea Patients,RESPIRATION,17.0,23.0,10.0,19.0,2.0,25.0,12.0
Postoperative Oxygen Therapy in OSA Patients Improved Oxygen Saturation without Worsening Sleep Apne,RESPIRATION,17.0,23.0,10.0,19.0,2.0,32.0,24.0
Clinical Evaluation of a Comprehensive Preoperative Airway Exam Score; an Observational Study,RESPIRATION,13.0,4.0,12.0,19.0,24.0,28.0,31.0
A Systematic Review of the Effects of Sedatives and Anesthetics in Patients with Obstructive Sleep A,RESPIRATION,17.0,4.0,18.0,19.0,2.0,25.0,31.0
What is the Best Time to Quit Smoking Before Surgery? A Meta-Analysis,RESPIRATION,17.0,23.0,10.0,19.0,2.0,25.0,12.0
Comparison of Apnea Tolerance in Two Positions of Patients with BMI 30-40,RESPIRATION,13.0,6.0,18.0,19.0,24.0,28.0,29.0
Predictive Performance of STOP-Bang Questionnaire for Obstructive Sleep Apnea,RESPIRATION,12.0,9.0,18.0,19.0,21.0,32.0,24.0
Intraoperative Comparison of Continuous vs. Intermittent Subglottic Suctioning with the EVAC Endotra,RESPIRATION,17.0,6.0,10.0,19.0,24.0,6.0,31.0
A Systematic Review of Outcome of Obstructive Sleep Apnea Patients undergoing Ambulatory Surgery,RESPIRATION,17.0,4.0,10.0,19.0,2.0,25.0,12.0
Perioperative CPAP Treatment Prevented Postoperative Worsening of Sleep Disordered Breathing in OSA ,RESPIRATION,12.0,9.0,18.0,19.0,21.0,32.0,24.0
What is the Readiness of Surgical Patients for Smoking Cessation Programs in the Preoperative Clinic,RESPIRATION,17.0,4.0,18.0,19.0,2.0,25.0,12.0
Oxygen-Rich Moderate Hyper-Capnic Condition Seems to Have Significantly Reduced Diazepam-Induced Res,RESPIRATION,12.0,10.0,18.0,15.0,24.0,10.0,6.0
Benzodiazepines Increases Mortality from Pneumonia: Role of GABAergic Signalling,RESPIRATION,17.0,2.0,18.0,1.0,2.0,25.0,12.0
The Protective Effect of Calcitonin Gene-related Peptide on Lung Ischemia Reperfusion Injury in Rats,RESPIRATION,1.0,15.0,13.0,12.0,24.0,18.0,25.0
The Effect of Calcitonin Gene-related Peptide Receptor on NF-KB Gene Expression in Rat Lung after Is,RESPIRATION,8.0,5.0,1.0,12.0,7.0,17.0,11.0
Effects of Intravenous Anesthetics and Sedatives on Mucin Production in Human Airway Epithelial Cell,RESPIRATION,10.0,17.0,18.0,1.0,29.0,17.0,11.0
Fentanyl Activates of Hypoxia Inducible Factor-1,RESPIRATION,10.0,2.0,17.0,1.0,29.0,30.0,11.0
Synergistic Bronchodilator Effects of the PDE4 Inhibitor Rolipram with the Volatile Anesthetic Sevof,RESPIRATION,12.0,4.0,18.0,19.0,24.0,23.0,15.0
Different Volatile Anesthetics Have Different Brochodilator Effects in Ovalbumin-sensitized Guinea P,RESPIRATION,12.0,4.0,18.0,19.0,24.0,12.0,31.0
How is the Diaphragmatic Activity during Weaning with NAVA?,RESPIRATION,9.0,10.0,18.0,19.0,11.0,6.0,31.0
Mu-opioid Receptors are Present on Neurons of the Ventral Respiratory Group in Young and Adult Rabbi,RESPIRATION,12.0,17.0,18.0,15.0,24.0,6.0,35.0
In Situ Pulmonary Perfusion Preserves Gas Exchange in an Experimental; Non Heart Beating Donor; Mode,RESPIRATION,9.0,10.0,6.0,23.0,24.0,10.0,6.0
Plasma Membrane Potential is Critical in the Calcium-Independent Regulation of Airway Smooth Muscle ,RESPIRATION,10.0,17.0,17.0,24.0,24.0,8.0,3.0
Effects of Systemic Treatment with Immunosuppressants on Rat airway Smooth Muscle Contraction,RESPIRATION,12.0,4.0,18.0,19.0,24.0,12.0,31.0
What are the Substances Those Cause Acute Lung Injury in Endotoxin Shock Pigs,RESPIRATION,9.0,5.0,16.0,22.0,24.0,6.0,31.0
Low Dose Dexmedetomidine Facilitates the Carotid Body Response to Low Oxygen Tension via α2-adrenerg,RESPIRATION,12.0,4.0,18.0,19.0,24.0,36.0,35.0
The IL1/IL1RA Axis Mediates Bone Marrow Stem Cell Senescence and Emphysema,RESPIRATION,8.0,2.0,1.0,1.0,29.0,6.0,11.0
The Critical Role of The IL-1 Pathway in Lung Injury and Repair After Chronic Tobacco Smoke in Aged ,RESPIRATION,8.0,2.0,1.0,1.0,29.0,6.0,31.0
Targeting the Restricted Alpha Subunit Repertoire of Airway Smooth Muscle GABAA Receptors Promotes A,RESPIRATION,10.0,17.0,18.0,15.0,24.0,12.0,31.0
Involvement of Ubiquitin Proteasome System in Severe Pulmonary Hypertension and Right Ventricular Dy,RESPIRATION,10.0,17.0,17.0,19.0,29.0,6.0,31.0
Simulating Intratidal Derecruitment and Parenchymal Overdistention in the Injured Lung: A Computatio,RESPIRATION,9.0,10.0,6.0,17.0,24.0,6.0,33.0
Mechanical Ventilation Directed by Transcutaneous CO2 in Patients Undergoing Retroperitoneoscopic Ad,RESPIRATION,9.0,10.0,6.0,23.0,24.0,10.0,6.0
Oxygen Concentration and Functional Residual Capacity During General Anesthesia,RESPIRATION,9.0,10.0,6.0,23.0,20.0,23.0,15.0
Jet vs. ICU Ventilator During Simulated Transcricothyroid Membrane Ventilation: A Lung Model Study,RESPIRATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
Pulmonary Blood Flow Redistribution and End-tidal Carbon Dioxide during Single Lung Ventilation in t,RESPIRATION,9.0,10.0,6.0,23.0,24.0,10.0,6.0
Integrin αVβ3 Activation Mediates Ventilator Induced Lung Injury in Rats,RESPIRATION,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Fluid-Filled Dependent Loops in Chest Drainage Systems Impede Lung Re-Inflation in an In-Vitro Model,RESPIRATION,9.0,10.0,6.0,23.0,11.0,6.0,31.0
Real Time Determination of Respiratory System Resistance (Rrs) during Pressure Support Ventilation (,RESPIRATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
The Effect of Low Versus High Tidal Volume Ventilation on Inflammatory Markers in Healthy Individual,RESPIRATION,17.0,23.0,10.0,17.0,2.0,25.0,12.0
Lung Function and Upper Airway Resistance following Robotic Radical Prostatectomy in Patients with a,RESPIRATION,9.0,10.0,6.0,17.0,24.0,6.0,31.0
Prospective Randomized Cross-over Controlled Study comparing Pressure Support Ventilation (PSV) and ,RESPIRATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
Lung Function and Upper Airway Resistance following Robotic Radical Prostatectomy,RESPIRATION,9.0,10.0,6.0,23.0,24.0,6.0,31.0
Maximizing Oscillatory Frequencies in HFOV Reduces Lung Injury in Experimental ARDS,RESPIRATION,9.0,10.0,6.0,17.0,24.0,10.0,33.0
Global and Regional Ventilation Changes Following Recruitment Maneuvers as Assessed by Electrical Im,RESPIRATION,9.0,10.0,6.0,17.0,24.0,6.0,31.0
Comparative Bench Study of Pressure Support Ventilation Between Four Anesthesia Ventilators and Four,RESPIRATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
Performance Characteristics of Six Anesthesia Ventilators,RESPIRATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
Clinical introduction of Impulse Oscillatory System,RESPIRATION,9.0,4.0,5.0,19.0,24.0,6.0,31.0
Nebulized Inhalation of Ketamine Attenuates the Ventilator-induced Lung Injury in Rabbits,RESPIRATION,8.0,2.0,1.0,1.0,29.0,17.0,15.0
Does Intraoperative Ventilation Mode Influence Respiratory Function in Long Lasting Surgery?,RESPIRATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
A Genome-Wide Association Study for Post-Operative Nausea and Vomiting Using DNA Pooling Strategy,AMBULATORY ANESTHESIA,17.0,4.0,18.0,19.0,24.0,6.0,31.0
The Effect of Dexamethasone on Early Recovery after Laparoscopic Cholecystectomy,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Perioperative Complications in Obstructive Sleep Apnea Patients in Ambulatory Surgery Centers,AMBULATORY ANESTHESIA,17.0,20.0,19.0,27.0,2.0,25.0,12.0
Fospropofol for Sedation in Patients Undergoing Colonoscopy Procedures,AMBULATORY ANESTHESIA,6.0,7.0,4.0,27.0,20.0,23.0,15.0
Information Gain in Patients Using a Multimedia Website with Tailored Information on Anesthesia,AMBULATORY ANESTHESIA,5.0,21.0,8.0,21.0,18.0,13.0,31.0
Thoracic Paravertebral Block Offers No Advantage under Sevoflurane and Local Ropivacaine Anesthesia,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Preoperative Dexamethasone Improves Postoperative Quality of Recovery in Ambulatory Patients,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Telemedicine Preanesthesia Consultation Provides Accurate Airway Exam Information,AMBULATORY ANESTHESIA,5.0,4.0,18.0,19.0,2.0,6.0,31.0
Gastroesophageal Reflux Disease as a Predictor for Post Operative Nausea and Vomiting,AMBULATORY ANESTHESIA,17.0,4.0,19.0,19.0,2.0,25.0,12.0
The Efficacy of Aprepitant in Patients at High Risk for PONV Undergoing Ambulatory Plastic Surgery,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Post-Discharge Nausea; Vomiting and Pain: The Role of Patient Education,AMBULATORY ANESTHESIA,17.0,20.0,19.0,27.0,2.0,19.0,10.0
Incidence and Severity of Pain and Nausea Following Intraoperative Morphine Versus Hydromorphone,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Central Anticholinergic Syndrome after Transdermal Scopolamine Use in an Ambulatory Surgery Patient,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,24.0,19.0,31.0
A Time-Motion Economic Analysis of Postoperative Nausea and Vomiting in Ambulatory Surgery,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Non-Opioids Anesthesia for Laparoscopic Cholecystectomy,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Hyperglycaemia after Dexamethasone for Vomiting Prophylaxis: Is It a Risk in the Ambulatory Setting?,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
The Effect of Lavender Aromatherapy on Bispectral Index Values and Stress in Volunteers,AMBULATORY ANESTHESIA,6.0,20.0,4.0,27.0,20.0,19.0,10.0
Intramuscular Dexmedetomidine Sedation for Pediatric CT Imaging,AMBULATORY ANESTHESIA,6.0,7.0,4.0,10.0,20.0,23.0,15.0
Comparison between Fentanyl and Dilaudid on Postoperative Nausea and Vomiting in Ambulatory Surgery,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Effect of Alvimopan on Opioid-Induced Nausea,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Propofol Dosing in Endoscopic Retrograde Cholangiopancreatograpy (ERCP),AMBULATORY ANESTHESIA,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Combined Propofol and Ketamine for the Anesthetic Management of Direct Current Cardioversions,AMBULATORY ANESTHESIA,6.0,7.0,4.0,27.0,20.0,23.0,15.0
Correlation of Bispectral Index with Depth of Sedation during Third Molar Surgery in Pediatrics,AMBULATORY ANESTHESIA,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Validation of the ASA-OSA Risk Score in Patients Undergoing Ambulatory Surgery,AMBULATORY ANESTHESIA,17.0,4.0,10.0,19.0,2.0,25.0,12.0
At-Home Overnight Oxygen Desaturation in Obstructive Sleep Apnea Patients after Ambulatory Surgery,AMBULATORY ANESTHESIA,17.0,4.0,10.0,19.0,2.0,25.0,12.0
ERCP in the Prone Position: Is MAC Anesthesia Safe? A Prospective Report of 500 Cases,AMBULATORY ANESTHESIA,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Anesthesia Outcomes in Office Based Surgery,AMBULATORY ANESTHESIA,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Reaction of Patients to Disclosure of Possible Serious Adverse Events during the Consenting Process,AMBULATORY ANESTHESIA,5.0,4.0,18.0,19.0,2.0,6.0,31.0
Nationwide Use and Outcomes of Ambulatory Surgery on Morbidly Obese Patients in the United States,AMBULATORY ANESTHESIA,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Modafinil Pretreatment Improves Memory; but Not Verbal Problem Solving during Surgery,AMBULATORY ANESTHESIA,3.0,20.0,18.0,27.0,24.0,19.0,10.0
Patient Outcomes Following Ambulatory Surgery,AMBULATORY ANESTHESIA,5.0,20.0,18.0,19.0,24.0,6.0,31.0
Does Neuraxial Anesthesia Result in Longer PACU Stay Than General Anesthesia for Uro-Gyn Procedures?,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,2.0,19.0,10.0
Effect of Muscle Relaxant on Recovery in Pediatric Ambulatory Anesthesia,AMBULATORY ANESTHESIA,6.0,20.0,4.0,10.0,20.0,23.0,15.0
Patient Satisfaction Is Higher with TIVA Than with Inhalational Anesthesia for Ambulatory Surgery,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,24.0,6.0,31.0
Safety of Needle Regional Anesthesia for Cataract Surgery under Antiplatelet and Anticoagulants,AMBULATORY ANESTHESIA,17.0,4.0,18.0,19.0,2.0,25.0,31.0
Adverse Events for Obese Patients at High Risk of Obstructive Sleep Apnea in a Freestanding Facility,AMBULATORY ANESTHESIA,17.0,4.0,10.0,19.0,2.0,25.0,31.0
Sphenopalatine Ganglion Block Does Not Improve Immediate Patient Outcomes after FESS,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Dosages of Intravenous Aminophylline for Reversal of Midazolam Sedation in Healthy Volunteers,AMBULATORY ANESTHESIA,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Incidence of Transient Neurologic Symptoms (TNS) Using Hyperbaric Articaine for Spinal Anesthesia,AMBULATORY ANESTHESIA,14.0,20.0,14.0,29.0,30.0,27.0,4.0
TSE Mask Prevents Severe Desaturation in Propofol-Sedated Obese Patients during Upper GI Endoscopy,AMBULATORY ANESTHESIA,6.0,6.0,12.0,5.0,24.0,6.0,31.0
Comparison of Peripheral Nerve Blocks and Local Infiltration for Hand Surgery: A Retrospective Study,AMBULATORY ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
